Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ec19_actafec,ec19_dadinsu,ec19_dconmob,ec19_dtraterre,ec19_dofretrab,ec19_pveprfalt,ec19_pveprausc,ec19_accecred,ec19_recayamag,ec19_recayusgr,ec19_recayugc,ec19_recayugadm,ec19_recayugadp,ec19_recayuong,ec19_recayuotro,ec19_recayudesc,eu_superficie_ha,eu_k1301,eu_k1302,eu_k1303,eu_k1304,eu_k1305,eu_k1306,eu_k1307,eu_k1308,eu_k1309,eu_k1310,eu_k1311,eu_k1312,eu_trs,eu_trc,eu_tro,eu_tn,fact_exp_fin_principales,cg_vive_predio_pr,cg_terredensm,cg_dista_pre_viv,cg_k100,cg_k101,cg_se_define,cg_k102,cg_segsoccam,cg_accesocomp,cg_accesointer,cg_superficie,cg_unidadmedida,grupo1,edad_rango,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,eq_ebmanual,eq_ebestaciona,eq_ecosgranfigr,ct_numt,ct_numl,rc_clacul,ct_k504,ct_k505,ct_prepa_suelo,ct_k506,ct_k507,ct_k508,ct_k509,ct_k510,ct_k510ha,ct_k511,ct_k511ha,ct_k512,ct_k516,ct_k517,ct_k518,ct_k520,ct_afecta_prod,ct_k522,ct_k523,ct_k524,ct_k526,ct_venmernac,ct_venmerint,ct_rdproven1,ct_rdproven2,ct_rdproven3,ct_rdproven4,ct_rdproven5,ct_rdproven6,ct_fconvf,ct_fconvs,ct_seg_agri,ct_kits_agri,ct_presueuti,ct_riego,ct_superf_regada_ha,ct_porc_surc,ct_porc_aspe,ct_porc_micr,ct_porc_gote,ct_porc_nebu,ct_porc_otro,ct_aferti,ct_forg,ct_cant1_fo,ct_umed1_fo,ct_cant2_fo,ct_umed2_fo,ct_cant3_fo,ct_umed3_fo,ct_fqui,ct_cantidad_npk_fq,ct_umed_npk_fq,ct_cantidad_nit_fq,ct_umed_nit_fq,ct_cantidad_fq,ct_umed_fq,ct_cantidad_pot_fq,ct_umed_pot_fq,ct_afito,ct_porg,ct_cantidad_po,ct_umed_po,ct_pqui,ct_cantidad_her_pq,ct_umed_her_pq,ct_color_her_pq,ct_cantidad_ins_pq,ct_umed_ins_pq,ct_color_ins_pq,ct_cantidad_fun_pq,ct_umed_fun_pq,ct_color_fun_pq,ct_cantidad_pq,ct_umed_pq,ct_color_pq,ct_trabocacont,ct_trabfami,ct_piensasem_int,ct_supersem_int,ct_supersemha_int,ct_messiem_int,ct_condcult_int,ct_codcultiv1_int,ct_codcultiv2_int,ct_nclavr,ct_trs,ct_trc,ct_tro,ct_tn,ct_prod,ct_superdida,superdida,ct_sequia,ct_helada,ct_plagas,ct_enfermedades,ct_inundacion,ct_otra,ct_secomun,ct_semejorada,ct_secertificada,ct_sehibrinac,ct_sehibrinter,Ventas,ct_sriego,su_fertilizada,su_plaguicidas,ct_nuevacondicion,fact_exp_fin_cultivo,tratamiento_compra_insumos,tratamiento_ventas_transporte,tratamiento_ventas_demanda,parametros_ventas,parametro_ventas,parametro_insumos
12075404000020037,12,7,54,4,2,37,0,,,,,,,,,,,,,,,,49.0,3,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,2.0,,4,0.412966512548371,0,,2.0,0,80,4,1,0,0,0,49.0,1,7,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3,1,548,1,,1,2.0,5.0,20.0,9.0,14.0,14.0,14.0,14.0,,1260.0,35.0,100.0,2.0,2.0,1260.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,30.0,3.0,,,,,1,0.0,,,1.0,20.0,5.0,5.0,10.0,5.0,5.0,,,,,,,2.0,,1,14.0,14.0,5.0,1.0,548.0,,548.0,,2.0,,4.0,57.2727272727273,0.0,,,,,,,,,14.0,,,,57.2727272727273,,14.0,14.0,1,0.500792429410325,0.0,0.0,0.0,0,4.090909090909093,0.0
12075404000020008,12,7,54,4,2,8,0,,,,,,,,,,,,,,,,12.5,5,5.0,,1.0,1.0,,,,,4.0,4.0,,,2.0,,4,0.41531749389998,1,0.0,0.2,1,49,4,2,1,1,1,12.5,1,6,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,1,548,1,,1,1.0,1.0,20.0,4.0,1.0,1.0,1.0,1.0,,175.0,35.0,100.0,2.0,6.0,175.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,1,1.0,,,100.0,,,,1,0,,,,,,,1,300.0,2.0,,,,,,,1,0.0,,,1.0,,,,3.0,5.0,3.0,,,,,,,1.0,,1,2.5,2.5,1.0,1.0,548.0,,548.0,,2.0,,4.0,7.9545454545454515,0.0,,,,,,,,1.0,,,,,7.9545454545454515,1.0,1.0,1.0,1,2.25581887150234,0.0,0.0,0.0,0,7.9545454545454515,75.0
12085002092540001,12,8,50,2,9254,1,0,,,,,,,,,,,,,,,,17.64,6,5.0,1.0,6.0,5.0,1.0,,,,,,,,2.0,,4,0.462443490352236,0,,0.2,1,83,3,1,0,0,0,25.0,2,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,548,1,,1,3.0,6.0,20.0,10.0,2.0,1.4112,2.0,1.4112,,100.0,35.0,100.0,2.0,6.0,97.0,35.0,100.0,2.0,100.0,,,,,3.0,,,,,0,0,6,1,1.4112,,100.0,,,,,1,0,,,,,,,1,200.0,2.0,100.0,2.0,100.0,2.0,50.0,2.0,1,0.0,,,1.0,2.0,5.0,4.0,,,,,,,,,,,,1,2.0,1.4112,6.0,1.0,548.0,,548.0,,2.0,,4.0,4.5454545454545485,0.0,,,,,,,,,,1.4112,,,10.18181818181818,1.4112,1.4112,1.4112,1,5.78054362940295,0.0,0.0,0.0,0,2.545454545454545,13.333333333333334
12075404000020018,12,7,54,4,2,18,0,,,,,,,,,,,,,,,,12.0,2,2.0,,2.0,2.0,,,,,,,,,2.0,,4,0.524312824991031,1,1.0,,1,40,4,2,0,0,0,12.0,1,6,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,548,1,,1,3.0,1.0,20.0,5.0,2.99,2.99,2.99,2.99,,420.0,35.0,100.0,2.0,1.0,420.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,0.0,,300.0,2.0,,,,,1,0.0,,,1.0,2.0,5.0,3.0,,,,,,,,,,,,1,2.99,2.99,1.0,1.0,548.0,,548.0,,2.0,,4.0,19.0909090909091,0.0,,,,,,,,,,2.99,,,38.63636363636361,,2.99,2.99,1,0.544327443942163,0.0,0.0,0.0,0,6.450144179693422,0.0
11095001098520002,11,9,50,1,9852,2,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,1,1.0,,1.0,1.0,,,,,,,,1.0,,,4,0.529857621051291,0,,2.0,0,53,4,1,0,0,0,15.0,1,6,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,548,1,,1,4.0,12.0,19.0,7.0,2.0,2.0,2.0,2.0,,280.0,35.0,100.0,2.0,6.0,200.0,35.0,100.0,2.0,100.0,0.0,,50.0,,,30.0,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,12.0,2.0,,,,,,,1,0.0,,,1.0,15.0,5.0,4.0,10.0,5.0,4.0,12.0,5.0,4.0,,,,,,1,2.0,2.0,12.0,1.0,548.0,,548.0,1.0,,,4.0,12.727272727272696,0.0,,,,,,,,,,,2.0,,9.09090909090909,,2.0,2.0,1,3.97393215788469,1.0,1.0,1.0,0,4.545454545454545,1.7142857142857142
11015601155400005,11,1,56,1,15540,5,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,200.0,1,,1.0,1.0,,1.0,,,,,,,1.0,,,4,0.560707256583142,1,1.0,,0,42,4,1,0,1,0,200.0,1,10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,548,1,,0,1.0,4.0,20.0,9.0,0.25,0.25,0.2,0.2,1.0,2.0,35.0,100.0,2.0,1.0,1.0,35.0,100.0,2.0,100.0,,0.5,0.5,,,,,,,0,0,6,0,,,,,,,,0,0,,,,,,,0,0.0,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,1,0.25,0.25,10.0,1.0,548.0,,548.0,1.0,,,4.0,0.0909090909090909,0.05,0.05,0.05,,,,,,0.25,,,,,0.2727272727272725,,,,1,80.01369379638851,1.0,,,0,0.6060606060606056,0.0
12075404000020035,12,7,54,4,2,35,0,,,,,,,,,,,,,,,,10.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,0.586579244069323,0,,99.0,1,54,4,1,0,0,0,10.0,1,6,3,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,4,1,548,1,,1,2.0,5.0,20.0,9.0,7.5,7.5,7.5,7.5,,600.0,35.0,100.0,2.0,2.0,600.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,,,20.0,3.0,,,,,1,0.0,,,1.0,8.0,5.0,5.0,4.5,5.0,5.0,,,,,,,,,1,7.5,7.5,5.0,1.0,548.0,,548.0,,2.0,,4.0,27.2727272727273,0.0,,,,,,,,,7.5,,,,27.2727272727273,,7.5,7.5,1,0.244399341384426,0.0,0.0,0.0,0,3.63636363636364,0.0
12075404000020049,12,7,54,4,2,49,0,,,,,,,,,,,,,,,,50.0,2,2.0,,1.0,1.0,,,,,1.0,1.0,,,2.0,,4,0.659693432879924,1,0.0,99.0,0,33,4,2,0,0,0,50.0,1,8,2,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,2,1,548,1,,1,1.0,1.0,20.0,4.0,20.0,20.0,20.0,20.0,,2300.0,35.0,100.0,2.0,6.0,2300.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,7350.0,2.0,,,,,,,1,0.0,,,1.0,,,,25.0,5.0,5.0,,,,,,,,,1,20.0,20.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,104.545454545455,0.0,,,,,,,,20.0,,,,,104.545454545455,,20.0,20.0,1,0.778177453196256,0.0,0.0,0.0,0,5.22727272727275,1837.5
12075404000020054,12,7,54,4,2,54,0,,,,,,,,,,,,,,,,70.0,4,4.0,,1.0,1.0,,,,,3.0,3.0,,,2.0,,4,0.665271656747954,0,,99.0,1,77,4,1,0,0,0,70.0,1,8,4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,548,1,,1,3.0,1.0,20.0,4.0,30.0,30.0,30.0,30.0,,1200.0,35.0,100.0,2.0,1.0,1200.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,3.0,5.0,5.0,,,,,,,,,,1.0,1.0,1,30.0,30.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,54.545454545454504,0.0,,,,,,,,,,30.0,,,54.545454545454504,,,30.0,1,0.95251541689202,0.0,0.0,0.0,0,1.8181818181818168,0.0
12075404000020025,12,7,54,4,2,25,0,,,,,,,,,,,,,,,,45.0,3,3.0,,1.0,1.0,,,,,2.0,2.0,,,2.0,,4,0.703125384682384,0,,0.5,1,71,4,2,0,0,1,45.0,1,7,4,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,2,1,548,1,,1,1.0,4.0,20.0,7.0,16.0,16.0,16.0,16.0,,240.0,35.0,100.0,2.0,6.0,240.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,1.0,,0,,,,,,,548.0,,2.0,,4.0,10.909090909090901,0.0,,,,,,,,16.0,,,,,10.909090909090901,,,,1,0.7538710159034409,0.0,0.0,0.0,0,0.6818181818181813,0.0
12075404000020017,12,7,54,4,2,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.5,11,11.0,,1.0,1.0,,,,,10.0,10.0,,,2.0,,4,0.7250448254035821,0,,99.0,1,73,3,1,0,0,0,4.5,1,4,4,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,2,1,548,1,,1,1.0,1.0,20.0,6.0,1.5,1.5,1.5,1.5,,140.0,35.0,100.0,2.0,2.0,140.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,90.71847399377724,3.0,6.0,3.0,,,,,1,0.0,,,1.0,12.0,5.0,2.0,,,,1.0,5.0,2.0,,,,10.0,,0,,,,,,,548.0,,2.0,,4.0,6.36363636363636,0.0,,,,,,,,1.5,,,,,6.36363636363636,,1.5,1.5,1,0.613107542583964,,,,0,4.2424242424242395,685.8201269799698
12075404000020024,12,7,54,4,2,24,0,,,,,,,,,,,,,,,,1.0,1,,1.0,1.0,,1.0,,,,,,,,2.0,,4,0.7392938939835509,1,1.0,,0,64,4,7,0,0,0,1.0,1,2,4,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1,1,548,1,,0,1.0,6.0,20.0,10.0,0.99,0.99,0.99,0.99,,15.0,35.0,100.0,2.0,2.0,15.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,,,50.0,2.0,,,,,1,0.0,,,1.0,1.0,5.0,3.0,,,,,,,,,,,,0,,,,,,,548.0,,2.0,,4.0,0.681818181818182,0.0,,,,,,,,0.99,,,,,0.681818181818182,,0.99,0.99,1,0.7297839744842372,0.0,0.0,0.0,0,0.6887052341597798,0.0
12115002021980002,12,11,50,2,2198,2,0,,,,,,,,,,,,,,,,11.0,3,3.0,,3.0,3.0,,,,,,,,,2.0,,4,0.7559233955960161,0,,0.5,1,73,4,1,0,0,0,11.0,1,6,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,548,1,,1,1.0,6.0,20.0,9.0,2.0,2.0,2.0,2.0,,170.0,35.0,100.0,2.0,6.0,170.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,0.0,,900.0,2.0,,,,,1,0.0,,,1.0,4.0,5.0,2.0,1.5,5.0,3.0,0.25,5.0,4.0,,,,,,1,2.0,2.0,6.0,1.0,548.0,,548.0,,2.0,,4.0,7.72727272727273,0.0,,,,,,,,2.0,,,,,15.45454545454546,,2.0,2.0,1,4.1575786757780895,0.0,0.0,0.0,0,3.863636363636365,0.0
