Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ct_numt,ct_numl,rc_clacul,ct_k504,ct_k505,ct_prepa_suelo,ct_k506,ct_k507,ct_k508,ct_k509,ct_k510,ct_k510ha,ct_k511,ct_k511ha,ct_k512,ct_k516,ct_k517,ct_k518,ct_k520,ct_afecta_prod,ct_k522,ct_k523,ct_k524,ct_k526,ct_venmernac,ct_venmerint,ct_rdproven1,ct_rdproven2,ct_rdproven3,ct_rdproven4,ct_rdproven5,ct_rdproven6,ct_fconvf,ct_fconvs,ct_seg_agri,ct_kits_agri,ct_presueuti,ct_riego,ct_superf_regada_ha,ct_porc_surc,ct_porc_aspe,ct_porc_micr,ct_porc_gote,ct_porc_nebu,ct_porc_otro,ct_aferti,ct_forg,ct_cant1_fo,ct_umed1_fo,ct_cant2_fo,ct_umed2_fo,ct_cant3_fo,ct_umed3_fo,ct_fqui,ct_cantidad_npk_fq,ct_umed_npk_fq,ct_cantidad_nit_fq,ct_umed_nit_fq,ct_cantidad_fq,ct_umed_fq,ct_cantidad_pot_fq,ct_umed_pot_fq,ct_afito,ct_porg,ct_cantidad_po,ct_umed_po,ct_pqui,ct_cantidad_her_pq,ct_umed_her_pq,ct_color_her_pq,ct_cantidad_ins_pq,ct_umed_ins_pq,ct_color_ins_pq,ct_cantidad_fun_pq,ct_umed_fun_pq,ct_color_fun_pq,ct_cantidad_pq,ct_umed_pq,ct_color_pq,ct_trabocacont,ct_trabfami,ct_piensasem_int,ct_supersem_int,ct_supersemha_int,ct_messiem_int,ct_condcult_int,ct_codcultiv1_int,ct_codcultiv2_int,ct_nclavr,ct_trs,ct_trc,ct_tro,ct_tn,ct_prod,ct_superdida,superdida,ct_sequia,ct_helada,ct_plagas,ct_enfermedades,ct_inundacion,ct_otra,ct_secomun,ct_semejorada,ct_secertificada,ct_sehibrinac,ct_sehibrinter,Ventas,ct_sriego,su_fertilizada,su_plaguicidas,ct_nuevacondicion,fact_exp_fin
7025602017970003,7,2,56,2,1797,3,1,1,507,1,,0,2.0,1.0,20.0,5.0,13.0,13.0,13.0,13.0,,1040.0,35.0,100.0,19.0,6.0,1040.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,1,13.0,100.0,,,,,,1,0,,,,,,,1,,,,,,,60.0,2.0,1,0.0,,,1.0,30.0,5.0,2.0,5.0,5.0,2.0,15.0,5.0,2.0,,,,3.0,,1,13.0,13.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,47.2727272727273,0.0,,,,,,,,,13.0,,,,47.2727272727273,13.0,13.0,13.0,1,23.937644690423998
7025602017970004,7,2,56,2,1797,4,1,2,507,1,,0,2.0,6.0,20.0,10.0,4.0,4.0,4.0,4.0,,240.0,35.0,100.0,19.0,6.0,215.0,35.0,100.0,19.0,100.0,,5.0,,,,20.0,,,,0,0,1,1,4.0,100.0,,,,,,1,0,,,,,,,1,,,,,,,15.0,2.0,1,0.0,,,1.0,7.0,5.0,2.0,11.0,5.0,2.0,5.0,5.0,2.0,,,,3.0,2.0,1,4.0,4.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,10.909090909090901,0.0,,,,,,,,,4.0,,,,9.77272727272727,4.0,4.0,4.0,1,99.97334524876207
7025602017970004,7,2,56,2,1797,4,1,1,507,1,,0,2.0,1.0,20.0,5.0,4.0,4.0,4.0,4.0,,240.0,35.0,100.0,19.0,6.0,215.0,35.0,100.0,19.0,100.0,,5.0,,,,20.0,,,,0,0,1,1,4.0,100.0,,,,,,1,0,,,,,,,1,,,,,,,15.0,2.0,1,0.0,,,1.0,7.0,5.0,2.0,11.0,5.0,2.0,5.0,5.0,2.0,,,,3.0,2.0,1,4.0,4.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,10.909090909090901,0.0,,,,,,,,,4.0,,,,9.77272727272727,4.0,4.0,4.0,1,99.97334524876207
7025602017970008,7,2,56,2,1797,8,1,2,507,1,,0,2.0,6.0,20.0,10.0,5.0,5.0,5.0,5.0,,300.0,35.0,100.0,19.0,6.0,300.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,1,5.0,100.0,,,,,,1,0,,,,,,,1,,,,,,,18.0,2.0,1,0.0,,,1.0,9.0,5.0,2.0,15.0,5.0,2.0,7.0,5.0,2.0,,,,3.0,2.0,1,5.0,5.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,13.6363636363636,0.0,,,,,,,,,5.0,,,,13.6363636363636,5.0,5.0,5.0,1,69.3115019915156
7025602017970008,7,2,56,2,1797,8,1,1,507,1,,0,2.0,1.0,20.0,5.0,5.0,5.0,5.0,5.0,,300.0,35.0,100.0,19.0,6.0,300.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,1,5.0,100.0,,,,,,1,0,,,,,,,1,,,,,,,18.0,2.0,1,0.0,,,1.0,9.0,5.0,2.0,15.0,5.0,2.0,7.0,5.0,2.0,,,,3.0,2.0,1,5.0,5.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,13.6363636363636,0.0,,,,,,,,,5.0,,,,13.6363636363636,5.0,5.0,5.0,1,69.3115019915156
7025602017970009,7,2,56,2,1797,9,1,2,507,1,,1,2.0,6.0,20.0,10.0,6.0,6.0,6.0,6.0,,420.0,35.0,100.0,19.0,6.0,420.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,1,6.0,100.0,,,,,,1,0,,,,,,,1,,,,,,,24.0,2.0,1,0.0,,,1.0,12.0,5.0,2.0,18.0,5.0,2.0,3.0,5.0,2.0,,,,3.0,1.0,0,,,,,,,507.0,,2.0,,4.0,19.0909090909091,0.0,,,,,,,,,6.0,,,,19.0909090909091,6.0,6.0,6.0,1,2.43677220207152
7025602017970009,7,2,56,2,1797,9,1,1,507,1,,1,2.0,1.0,20.0,5.0,6.0,6.0,6.0,6.0,,420.0,35.0,100.0,19.0,6.0,420.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,1,6.0,100.0,,,,,,1,0,,,,,,,1,,,,,,,24.0,2.0,1,0.0,,,1.0,12.0,5.0,2.0,18.0,5.0,2.0,3.0,5.0,2.0,,,,3.0,1.0,1,6.0,6.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,19.0909090909091,0.0,,,,,,,,,6.0,,,,19.0909090909091,6.0,6.0,6.0,1,2.43677220207152
7025602017970010,7,2,56,2,1797,10,1,2,507,1,,1,2.0,6.0,20.0,10.0,6.0,6.0,6.0,6.0,,400.0,35.0,100.0,19.0,6.0,400.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,1,6.0,100.0,,,,,,1,0,,,,,,,1,,,5.0,2.0,5.0,2.0,,,1,0.0,,,1.0,10.0,5.0,2.0,15.0,5.0,2.0,5.0,5.0,2.0,,,,3.0,1.0,0,,,,,,,507.0,,2.0,,4.0,18.181818181818198,0.0,,,,,,,,,6.0,,,,18.181818181818198,6.0,6.0,6.0,1,63.556479944075
7025602017970010,7,2,56,2,1797,10,1,1,507,1,,1,2.0,1.0,20.0,5.0,6.0,6.0,6.0,6.0,,400.0,35.0,100.0,19.0,6.0,400.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,1,6.0,100.0,,,,,,1,0,,,,,,,1,,,5.0,2.0,5.0,2.0,,,1,0.0,,,1.0,10.0,5.0,2.0,15.0,5.0,2.0,5.0,5.0,2.0,,,,3.0,1.0,1,6.0,6.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,18.181818181818198,0.0,,,,,,,,,6.0,,,,18.181818181818198,6.0,6.0,6.0,1,63.556479944075
9025002070680001,9,2,50,2,7068,1,1,1,507,1,,1,1.0,5.0,20.0,10.0,3.0,3.0,3.0,3.0,,120.0,37.0,220.0,19.0,6.0,100.0,37.0,220.0,19.0,100.0,,12.0,,,,8.0,,,,0,0,2,1,3.0,100.0,,,,,,1,0,,,,,,,1,,,1650.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,2.0,3.0,5.0,3.0,,,,,,,2.0,,1,3.0,3.0,5.0,1.0,507.0,,507.0,,2.0,,4.0,12.0,0.0,,,,,,,,3.0,,,,,10.0,3.0,3.0,3.0,1,3.70088322082267
9025002070680002,9,2,50,2,7068,2,1,1,507,1,,1,2.0,4.0,20.0,9.0,3.25,3.25,3.25,3.25,,150.0,37.0,220.0,19.0,6.0,140.0,37.0,220.0,19.0,100.0,,10.0,,,,,,,,0,0,2,1,3.25,100.0,,,,,,1,0,,,,,,,1,27.0,3.0,,,,,,,1,0.0,,,1.0,5.0,5.0,3.0,3.25,5.0,2.0,,,,,,,1.0,,1,3.25,3.25,4.0,1.0,507.0,,507.0,,2.0,,4.0,15.0,0.0,,,,,,,,,3.25,,,,14.0,3.25,3.25,3.25,1,30.677837371585003
9025002070680003,9,2,50,2,7068,3,1,1,507,1,,1,1.0,4.0,20.0,9.0,1.0,1.0,1.0,1.0,,60.0,37.0,220.0,19.0,6.0,50.0,37.0,220.0,19.0,100.0,,10.0,,,,,,,,0,0,1,1,1.0,100.0,,,,,,1,0,,,,,,,1,,,4.0,3.0,,,,,1,0.0,,,1.0,2.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,3.0,,,,,,1,1.0,1.0,4.0,1.0,507.0,,507.0,,2.0,,4.0,6.0,0.0,,,,,,,,1.0,,,,,5.0,1.0,1.0,1.0,1,61.9466041860437
9025002070680003,9,2,50,2,7068,3,2,2,507,1,,1,2.0,5.0,20.0,10.0,4.0,4.0,4.0,4.0,,200.0,37.0,220.0,19.0,6.0,190.0,37.0,220.0,19.0,100.0,,10.0,,,,,,,,0,0,1,1,4.0,100.0,,,,,,1,0,,,,,,,1,,,12.0,3.0,,,,,1,0.0,,,1.0,8.0,5.0,3.0,4.0,5.0,3.0,,,,,,,2.0,,1,4.0,4.0,5.0,1.0,507.0,,507.0,,2.0,,4.0,20.0,0.0,,,,,,,,,4.0,,,,19.0,4.0,4.0,4.0,1,17.153237305703097
9025002070680004,9,2,50,2,7068,4,1,1,507,1,,1,1.0,4.0,20.0,9.0,1.98,1.98,1.98,1.98,,65.0,37.0,210.0,19.0,6.0,55.0,37.0,210.0,19.0,100.0,,10.0,,,,,,,,0,0,1,1,1.98,100.0,,,,,,1,0,,,,,,,1,,,12.0,3.0,,,,,1,0.0,,,1.0,2.0,5.0,3.0,1.0,5.0,3.0,,,,,,,,,1,1.98,1.98,4.0,1.0,507.0,,507.0,,2.0,,4.0,6.2045454545454515,0.0,,,,,,,,1.98,,,,,5.25,1.98,1.98,1.98,1,64.51458559245711
9025002070680005,9,2,50,2,7068,5,1,1,507,1,,1,1.0,4.0,20.0,9.0,0.75,0.75,0.75,0.75,,20.0,37.0,220.0,19.0,6.0,20.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,0.75,100.0,,,,,,1,0,,,,,,,1,1.0,3.0,,,,,,,1,0.0,,,1.0,1.0,5.0,3.0,0.5,5.0,3.0,,,,,,,,,1,0.75,0.75,4.0,1.0,507.0,,507.0,,2.0,,4.0,2.0,0.0,,,,,,,,0.75,,,,,2.0,0.75,0.75,0.75,1,71.44054810071671
9025002070680005,9,2,50,2,7068,5,2,2,507,1,,1,1.0,4.0,20.0,9.0,2.23,2.23,2.23,2.23,,70.0,37.0,220.0,19.0,6.0,68.0,37.0,220.0,19.0,100.0,,2.0,,,,,,,,0,0,2,1,2.23,100.0,,,,,,1,0,,,,,,,1,2.0,3.0,,,,,,,1,0.0,,,1.0,2.0,5.0,3.0,1.5,5.0,3.0,,,,,,,,,1,2.23,2.23,4.0,1.0,507.0,,507.0,,2.0,,4.0,7.0,0.0,,,,,,,,2.23,,,,,6.8,2.23,2.23,2.23,1,32.8287056529467
9025002070680006,9,2,50,2,7068,6,1,1,507,1,,1,1.0,5.0,20.0,9.0,4.75,4.75,4.75,4.75,,240.0,37.0,220.0,19.0,6.0,225.0,37.0,220.0,19.0,100.0,,10.0,,,,5.0,,,,0,0,1,1,4.75,100.0,,,,,,1,0,,,,,,,1,,,15.0,3.0,,,,,1,0.0,,,1.0,10.0,5.0,3.0,5.0,5.0,3.0,,,,,,,2.0,,1,4.75,4.75,5.0,1.0,507.0,,507.0,,2.0,,4.0,24.0,0.0,,,,,,,,4.75,,,,,22.5,4.75,4.75,4.75,1,36.9103690354363
9025002070680007,9,2,50,2,7068,7,1,1,507,1,,1,1.0,5.0,20.0,9.0,4.75,4.75,4.75,4.75,,250.0,37.0,215.0,19.0,6.0,245.0,37.0,215.0,19.0,100.0,,5.0,,,,,,,,0,0,1,1,4.75,100.0,,,,,,1,0,,,,,,,1,,,24.0,3.0,,,,,1,0.0,,,1.0,16.0,5.0,3.0,,,,,,,,,,2.0,,1,4.75,4.75,5.0,1.0,507.0,,507.0,,2.0,,4.0,24.431818181818198,0.0,,,,,,,,4.75,,,,,23.943181818181802,4.75,4.75,4.75,1,47.0534741309714
9025002070680008,9,2,50,2,7068,8,1,1,507,1,,1,1.0,5.0,20.0,10.0,3.75,3.75,3.75,3.75,,180.0,37.0,210.0,19.0,6.0,170.0,37.0,210.0,19.0,100.0,,,10.0,,,,,,,0,0,2,1,3.75,100.0,,,,,,1,0,,,,,,,1,,,10.0,3.0,,,,,1,0.0,,,1.0,4.0,5.0,3.0,4.0,5.0,3.0,,,,,,,1.0,,1,3.75,3.75,6.0,1.0,507.0,,507.0,,2.0,,4.0,17.181818181818198,0.0,,,,,,,,3.75,,,,,16.227272727272698,3.75,3.75,3.75,1,51.994607590917596
9025002070680009,9,2,50,2,7068,9,1,1,507,1,,1,1.0,5.0,20.0,9.0,0.5,0.5,0.5,0.5,,20.0,37.0,215.0,19.0,6.0,14.0,37.0,215.0,19.0,100.0,,4.0,,,,2.0,,,,0,0,2,1,0.5,100.0,,,,,,1,0,,,,,,,1,,,4.0,3.0,,,,,1,0.0,,,1.0,1.0,5.0,3.0,1.0,5.0,3.0,,,,,,,,,1,0.5,0.5,5.0,1.0,507.0,,507.0,,2.0,,4.0,1.95454545454545,0.0,,,,,,,,0.5,,,,,1.3681818181818202,0.5,0.5,0.5,1,65.190605831471
9025002070680009,9,2,50,2,7068,9,2,2,507,1,,1,1.0,5.0,20.0,9.0,2.25,2.25,2.25,2.25,,90.0,37.0,215.0,19.0,6.0,80.0,37.0,215.0,19.0,100.0,,6.0,,,,4.0,,,,0,0,2,1,2.25,100.0,,,,,,1,0,,,,,,,1,,,6.0,3.0,,,,,1,0.0,,,1.0,5.0,5.0,3.0,2.0,5.0,3.0,,,,,,,2.0,0.0,1,2.25,2.25,5.0,1.0,507.0,,507.0,,2.0,,4.0,8.79545454545455,0.0,,,,,,,,2.25,,,,,7.81818181818182,2.25,2.25,2.25,1,10.7476203362343
9025002070680010,9,2,50,2,7068,10,1,1,507,1,,1,1.0,5.0,20.0,10.0,1.5,1.5,1.5,1.5,,75.0,37.0,220.0,19.0,6.0,70.0,37.0,220.0,19.0,100.0,,5.0,,,,,,,,0,0,2,1,1.5,100.0,,,,,,1,0,,,,,,,1,,,6.0,3.0,,,,,1,0.0,,,1.0,4.0,5.0,3.0,2.0,5.0,3.0,,,,,,,1.0,,1,1.5,1.5,5.0,1.0,507.0,,507.0,,2.0,,4.0,7.5,0.0,,,,,,,,1.5,,,,,7.0,1.5,1.5,1.5,1,9.61759055396808
9025002070680011,9,2,50,2,7068,11,1,1,507,1,,1,1.0,5.0,20.0,9.0,1.0,1.0,1.0,1.0,,45.0,37.0,215.0,19.0,6.0,40.0,37.0,215.0,19.0,100.0,,5.0,,,,,,,,0,0,2,1,1.0,100.0,,,,,,1,0,,,,,,,1,,,3.0,3.0,,,,,1,0.0,,,1.0,2.0,5.0,3.0,2.0,5.0,3.0,,,,,,,,,1,1.0,1.0,5.0,1.0,507.0,,507.0,,2.0,,4.0,4.39772727272727,0.0,,,,,,,,1.0,,,,,3.90909090909091,1.0,1.0,1.0,1,12.941234242988903
9025002070680012,9,2,50,2,7068,12,1,1,507,1,,1,1.0,5.0,20.0,9.0,0.8,0.8,0.8,0.8,,43.0,37.0,220.0,19.0,6.0,40.0,37.0,220.0,19.0,100.0,,3.0,,,,,,,,0,0,1,1,0.8,100.0,,,,,,1,0,,,,,,,1,,,3.0,3.0,,,,,1,0.0,,,1.0,2.0,5.0,3.0,,,,,,,,,,,,1,0.8,0.8,5.0,1.0,507.0,,507.0,,2.0,,4.0,4.3,0.0,,,,,,,,0.8,,,,,4.0,0.8,0.8,0.8,1,29.2217236255488
9025002070680013,9,2,50,2,7068,13,1,1,507,1,,1,1.0,5.0,20.0,9.0,0.5,0.5,0.5,0.5,,30.0,37.0,220.0,19.0,6.0,25.0,37.0,220.0,19.0,100.0,,5.0,,,,,,,,0,0,1,1,0.5,100.0,,,,,,1,0,,,,,,,1,,,2.0,3.0,,,,,1,0.0,,,1.0,1.0,5.0,3.0,,,,,,,,,,,,1,0.5,0.5,5.0,1.0,507.0,,507.0,,2.0,,4.0,3.0,0.0,,,,,,,,0.5,,,,,2.5,0.5,0.5,0.5,1,44.249039724139
9025002070680014,9,2,50,2,7068,14,1,1,507,1,,1,1.0,6.0,20.0,10.0,5.0,3.528,5.0,3.528,,200.0,37.0,225.0,19.0,6.0,195.0,37.0,225.0,19.0,100.0,,4.0,,,,1.0,,,,0,0,2,1,3.528,100.0,,,,,,1,0,,,,,,,1,,,15.0,3.0,,,,,1,0.0,,,1.0,20.0,5.0,5.0,10.0,5.0,5.0,,,,,,,1.0,,1,5.0,3.528,6.0,1.0,507.0,,507.0,,2.0,,4.0,20.4545454545455,0.0,,,,,,,,3.528,,,,,19.943181818181802,3.528,3.528,3.528,1,17.9142119419835
9025002070680015,9,2,50,2,7068,15,1,1,507,1,,1,1.0,6.0,20.0,11.0,5.0,5.0,5.0,5.0,,180.0,37.0,220.0,19.0,6.0,165.0,37.0,220.0,19.0,100.0,,15.0,,,,,,,,0,0,1,1,5.0,100.0,,,,,,1,0,,,,,,,1,,,15.0,3.0,,,,,1,0.0,,,1.0,10.0,5.0,3.0,,,,,,,,,,2.0,,1,5.0,5.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,18.0,0.0,,,,,,,,5.0,,,,,16.5,5.0,5.0,5.0,1,19.306922538206106
9025002070680016,9,2,50,2,7068,16,1,2,507,1,,1,1.0,4.0,20.0,8.0,0.6,0.6,0.6,0.6,,28.0,37.0,215.0,19.0,6.0,25.0,37.0,215.0,19.0,100.0,,3.0,,,,,,,,0,0,2,1,0.6,100.0,,,,,,1,0,,,,,,,1,,,6.0,3.0,,,,,1,0.0,,,1.0,1.0,5.0,3.0,,,,,,,,,,1.0,,1,1.73,1.73,4.0,1.0,507.0,,507.0,,2.0,,4.0,2.7363636363636403,0.0,,,,,,,,0.6,,,,,2.44318181818182,0.6,0.6,0.6,1,69.1607848693291
9025002070680016,9,2,50,2,7068,16,1,1,507,1,,1,1.0,9.0,19.0,1.0,0.6,0.6,0.6,0.6,,26.0,37.0,215.0,19.0,6.0,24.0,37.0,215.0,19.0,100.0,,2.0,,,,,,,,0,0,2,1,0.6,100.0,,,,,,1,0,,,,,,,1,,,6.0,3.0,,,,,1,0.0,,,1.0,1.0,5.0,3.0,,,,,,,,,,1.0,,1,1.73,1.73,9.0,1.0,507.0,,507.0,,2.0,,4.0,2.5409090909090897,0.0,,,,,,,,0.6,,,,,2.3454545454545497,0.6,0.6,0.6,1,69.1607848693291
